title,amount,date,category
Transaction10 on Fitness,93.0,"Mon, Oct 09, 2023",Fitness
Transaction11 on Food,56.0,"Mon, Oct 09, 2023",Food
Transaction12 on Entertainment,10.0,"Mon, Oct 09, 2023",Entertainment
Transaction13 on Food,14.0,"Mon, Oct 09, 2023",Food
Transaction14 on Shopping,144.0,"Mon, Oct 09, 2023",Shopping
Transaction15 on Fitness,192.0,"Mon, Oct 09, 2023",Fitness
Transaction16 on Shopping,149.0,"Mon, Oct 09, 2023",Shopping
Transaction17 on Food,9.0,"Mon, Oct 09, 2023",Food
Transaction18 on Fitness,186.0,"Mon, Oct 09, 2023",Fitness
Transaction19 on Fitness,117.0,"Mon, Oct 09, 2023",Fitness
Transaction20 on Food,89.0,"Mon, Oct 09, 2023",Food
Transaction1 on Transportation,19.0,"Tue, Oct 10, 2023",Transportation
Transaction2 on Shopping,184.0,"Tue, Oct 10, 2023",Shopping
Transaction3 on Food,160.0,"Tue, Oct 10, 2023",Food
Transaction4 on Fitness,173.0,"Tue, Oct 10, 2023",Fitness
Transaction5 on Entertainment,111.0,"Tue, Oct 10, 2023",Entertainment
Transaction6 on Entertainment,174.0,"Tue, Oct 10, 2023",Entertainment
Transaction7 on Food,22.0,"Tue, Oct 10, 2023",Food
Transaction8 on Fitness,63.0,"Tue, Oct 10, 2023",Fitness
Transaction9 on Shopping,99.0,"Tue, Oct 10, 2023",Shopping
Transaction10 on Food,46.0,"Tue, Oct 10, 2023",Food
Transaction11 on Entertainment,145.0,"Tue, Oct 10, 2023",Entertainment
Transaction12 on Shopping,164.0,"Tue, Oct 10, 2023",Shopping
Transaction13 on Entertainment,85.0,"Tue, Oct 10, 2023",Entertainment
Transaction14 on Entertainment,19.0,"Tue, Oct 10, 2023",Entertainment
Transaction15 on Transportation,124.0,"Tue, Oct 10, 2023",Transportation
Transaction16 on Entertainment,161.0,"Tue, Oct 10, 2023",Entertainment
Transaction17 on Transportation,102.0,"Tue, Oct 10, 2023",Transportation
Transaction18 on Food,135.0,"Tue, Oct 10, 2023",Food
Transaction19 on Fitness,190.0,"Tue, Oct 10, 2023",Fitness
Transaction20 on Food,5.0,"Tue, Oct 10, 2023",Food
Transaction1 on Shopping,49.0,"Wed, Oct 11, 2023",Shopping
Transaction2 on Shopping,11.0,"Wed, Oct 11, 2023",Shopping
Transaction3 on Food,79.0,"Wed, Oct 11, 2023",Food
Transaction4 on Shopping,136.0,"Wed, Oct 11, 2023",Shopping
Transaction5 on Transportation,183.0,"Wed, Oct 11, 2023",Transportation
Transaction6 on Transportation,40.0,"Wed, Oct 11, 2023",Transportation
Transaction7 on Fitness,125.0,"Wed, Oct 11, 2023",Fitness
Transaction8 on Transportation,19.0,"Wed, Oct 11, 2023",Transportation
Transaction9 on Entertainment,22.0,"Wed, Oct 11, 2023",Entertainment
Transaction10 on Fitness,27.0,"Wed, Oct 11, 2023",Fitness
Transaction11 on Shopping,12.0,"Wed, Oct 11, 2023",Shopping
Transaction12 on Shopping,6.0,"Wed, Oct 11, 2023",Shopping
Transaction13 on Food,99.0,"Wed, Oct 11, 2023",Food
Transaction14 on Shopping,190.0,"Wed, Oct 11, 2023",Shopping
Transaction15 on Fitness,140.0,"Wed, Oct 11, 2023",Fitness
Transaction16 on Shopping,81.0,"Wed, Oct 11, 2023",Shopping
Transaction17 on Entertainment,149.0,"Wed, Oct 11, 2023",Entertainment
Transaction18 on Food,48.0,"Wed, Oct 11, 2023",Food
Transaction19 on Transportation,137.0,"Wed, Oct 11, 2023",Transportation
Transaction20 on Shopping,94.0,"Wed, Oct 11, 2023",Shopping
Transaction1 on Transportation,81.0,"Thu, Oct 12, 2023",Transportation
Transaction2 on Entertainment,130.0,"Thu, Oct 12, 2023",Entertainment
Transaction3 on Transportation,158.0,"Thu, Oct 12, 2023",Transportation
Transaction4 on Shopping,157.0,"Thu, Oct 12, 2023",Shopping
Transaction5 on Entertainment,84.0,"Thu, Oct 12, 2023",Entertainment
Transaction6 on Entertainment,65.0,"Thu, Oct 12, 2023",Entertainment
Transaction7 on Transportation,25.0,"Thu, Oct 12, 2023",Transportation
Transaction8 on Food,90.0,"Thu, Oct 12, 2023",Food
Transaction9 on Shopping,15.0,"Thu, Oct 12, 2023",Shopping
Transaction10 on Transportation,184.0,"Thu, Oct 12, 2023",Transportation
Transaction11 on Food,26.0,"Thu, Oct 12, 2023",Food
Transaction12 on Transportation,20.0,"Thu, Oct 12, 2023",Transportation
Transaction13 on Fitness,64.0,"Thu, Oct 12, 2023",Fitness
Transaction14 on Fitness,25.0,"Thu, Oct 12, 2023",Fitness
Transaction15 on Food,38.0,"Thu, Oct 12, 2023",Food
Transaction16 on Shopping,97.0,"Thu, Oct 12, 2023",Shopping
Transaction17 on Food,142.0,"Thu, Oct 12, 2023",Food
Transaction18 on Entertainment,76.0,"Thu, Oct 12, 2023",Entertainment
Transaction19 on Transportation,30.0,"Thu, Oct 12, 2023",Transportation
Transaction20 on Entertainment,103.0,"Thu, Oct 12, 2023",Entertainment
Transaction1 on Fitness,25.0,"Fri, Oct 13, 2023",Fitness
Transaction2 on Shopping,137.0,"Fri, Oct 13, 2023",Shopping
Transaction3 on Shopping,126.0,"Fri, Oct 13, 2023",Shopping
Transaction4 on Entertainment,192.0,"Fri, Oct 13, 2023",Entertainment
Transaction5 on Fitness,127.0,"Fri, Oct 13, 2023",Fitness
Transaction6 on Shopping,184.0,"Fri, Oct 13, 2023",Shopping
Transaction7 on Transportation,29.0,"Fri, Oct 13, 2023",Transportation
Transaction8 on Transportation,170.0,"Fri, Oct 13, 2023",Transportation
Transaction9 on Food,82.0,"Fri, Oct 13, 2023",Food
Transaction10 on Food,15.0,"Fri, Oct 13, 2023",Food
Transaction11 on Shopping,198.0,"Fri, Oct 13, 2023",Shopping
Transaction12 on Shopping,187.0,"Fri, Oct 13, 2023",Shopping
Transaction13 on Shopping,10.0,"Fri, Oct 13, 2023",Shopping
Transaction14 on Entertainment,16.0,"Fri, Oct 13, 2023",Entertainment
Transaction15 on Transportation,71.0,"Fri, Oct 13, 2023",Transportation
Transaction16 on Entertainment,136.0,"Fri, Oct 13, 2023",Entertainment
Transaction17 on Entertainment,56.0,"Fri, Oct 13, 2023",Entertainment
Transaction18 on Transportation,36.0,"Fri, Oct 13, 2023",Transportation
Transaction19 on Transportation,6.0,"Fri, Oct 13, 2023",Transportation
Transaction20 on Food,181.0,"Fri, Oct 13, 2023",Food
Transaction1 on Food,84.0,"Sat, Oct 14, 2023",Food
Transaction2 on Food,88.0,"Sat, Oct 14, 2023",Food
Transaction3 on Entertainment,151.0,"Sat, Oct 14, 2023",Entertainment
Transaction4 on Shopping,160.0,"Sat, Oct 14, 2023",Shopping
Transaction5 on Food,101.0,"Sat, Oct 14, 2023",Food
Transaction6 on Transportation,31.0,"Sat, Oct 14, 2023",Transportation
Transaction7 on Food,5.0,"Sat, Oct 14, 2023",Food
Transaction8 on Fitness,29.0,"Sat, Oct 14, 2023",Fitness
Transaction9 on Fitness,141.0,"Sat, Oct 14, 2023",Fitness
Transaction10 on Entertainment,81.0,"Sat, Oct 14, 2023",Entertainment
Transaction11 on Food,13.0,"Sat, Oct 14, 2023",Food
Transaction12 on Shopping,78.0,"Sat, Oct 14, 2023",Shopping
Transaction13 on Entertainment,130.0,"Sat, Oct 14, 2023",Entertainment
Transaction14 on Transportation,163.0,"Sat, Oct 14, 2023",Transportation
Transaction15 on Shopping,103.0,"Sat, Oct 14, 2023",Shopping
Transaction16 on Entertainment,167.0,"Sat, Oct 14, 2023",Entertainment
Transaction17 on Food,77.0,"Sat, Oct 14, 2023",Food
Transaction18 on Fitness,145.0,"Sat, Oct 14, 2023",Fitness
Transaction19 on Food,38.0,"Sat, Oct 14, 2023",Food
Transaction20 on Transportation,107.0,"Sat, Oct 14, 2023",Transportation
Transaction1 on Shopping,132.0,"Sun, Oct 15, 2023",Shopping
Transaction2 on Transportation,194.0,"Sun, Oct 15, 2023",Transportation
Transaction3 on Shopping,166.0,"Sun, Oct 15, 2023",Shopping
Transaction4 on Fitness,139.0,"Sun, Oct 15, 2023",Fitness
Transaction5 on Entertainment,175.0,"Sun, Oct 15, 2023",Entertainment
Transaction6 on Shopping,46.0,"Sun, Oct 15, 2023",Shopping
Transaction7 on Transportation,129.0,"Sun, Oct 15, 2023",Transportation
Transaction8 on Entertainment,199.0,"Sun, Oct 15, 2023",Entertainment
Transaction9 on Shopping,26.0,"Sun, Oct 15, 2023",Shopping
Transaction10 on Shopping,177.0,"Sun, Oct 15, 2023",Shopping
Transaction11 on Fitness,21.0,"Sun, Oct 15, 2023",Fitness
Transaction12 on Shopping,82.0,"Sun, Oct 15, 2023",Shopping
Transaction13 on Entertainment,185.0,"Sun, Oct 15, 2023",Entertainment
Transaction14 on Entertainment,17.0,"Sun, Oct 15, 2023",Entertainment
Transaction15 on Food,102.0,"Sun, Oct 15, 2023",Food
Transaction16 on Transportation,9.0,"Sun, Oct 15, 2023",Transportation
Transaction17 on Entertainment,6.0,"Sun, Oct 15, 2023",Entertainment
Transaction18 on Fitness,15.0,"Sun, Oct 15, 2023",Fitness
Transaction19 on Fitness,150.0,"Sun, Oct 15, 2023",Fitness
Transaction20 on Entertainment,186.0,"Sun, Oct 15, 2023",Entertainment
Transaction1 on Transportation,190.0,"Mon, Oct 16, 2023",Transportation
Transaction2 on Transportation,86.0,"Mon, Oct 16, 2023",Transportation
Transaction3 on Transportation,118.0,"Mon, Oct 16, 2023",Transportation
Transaction4 on Food,144.0,"Mon, Oct 16, 2023",Food
Transaction5 on Fitness,187.0,"Mon, Oct 16, 2023",Fitness
Transaction6 on Entertainment,171.0,"Mon, Oct 16, 2023",Entertainment
Transaction7 on Transportation,48.0,"Mon, Oct 16, 2023",Transportation
Transaction8 on Fitness,9.0,"Mon, Oct 16, 2023",Fitness
Transaction9 on Food,36.0,"Mon, Oct 16, 2023",Food
Transaction10 on Fitness,188.0,"Mon, Oct 16, 2023",Fitness
Transaction11 on Transportation,193.0,"Mon, Oct 16, 2023",Transportation
Transaction12 on Transportation,57.0,"Mon, Oct 16, 2023",Transportation
Transaction13 on Shopping,99.0,"Mon, Oct 16, 2023",Shopping
Transaction14 on Food,198.0,"Mon, Oct 16, 2023",Food
Transaction15 on Transportation,186.0,"Mon, Oct 16, 2023",Transportation
Transaction16 on Fitness,36.0,"Mon, Oct 16, 2023",Fitness
Transaction17 on Transportation,147.0,"Mon, Oct 16, 2023",Transportation
Transaction18 on Entertainment,153.0,"Mon, Oct 16, 2023",Entertainment
Transaction19 on Transportation,32.0,"Mon, Oct 16, 2023",Transportation
Transaction20 on Entertainment,178.0,"Mon, Oct 16, 2023",Entertainment
Transaction1 on Entertainment,121.0,"Tue, Oct 17, 2023",Entertainment
Transaction2 on Entertainment,166.0,"Tue, Oct 17, 2023",Entertainment
Transaction3 on Food,107.0,"Tue, Oct 17, 2023",Food
Transaction4 on Shopping,85.0,"Tue, Oct 17, 2023",Shopping
Transaction5 on Shopping,127.0,"Tue, Oct 17, 2023",Shopping
Transaction6 on Transportation,79.0,"Tue, Oct 17, 2023",Transportation
Transaction7 on Shopping,167.0,"Tue, Oct 17, 2023",Shopping
Transaction8 on Entertainment,192.0,"Tue, Oct 17, 2023",Entertainment
Transaction9 on Fitness,66.0,"Tue, Oct 17, 2023",Fitness
Transaction10 on Shopping,119.0,"Tue, Oct 17, 2023",Shopping
Transaction11 on Food,196.0,"Tue, Oct 17, 2023",Food
Transaction12 on Food,164.0,"Tue, Oct 17, 2023",Food
Transaction13 on Food,33.0,"Tue, Oct 17, 2023",Food
Transaction14 on Shopping,152.0,"Tue, Oct 17, 2023",Shopping
Transaction15 on Food,26.0,"Tue, Oct 17, 2023",Food
Transaction16 on Shopping,9.0,"Tue, Oct 17, 2023",Shopping
Transaction17 on Transportation,140.0,"Tue, Oct 17, 2023",Transportation
Transaction18 on Transportation,28.0,"Tue, Oct 17, 2023",Transportation
Transaction19 on Transportation,120.0,"Tue, Oct 17, 2023",Transportation
Transaction20 on Shopping,194.0,"Tue, Oct 17, 2023",Shopping
Transaction1 on Food,182.0,"Wed, Oct 18, 2023",Food
Transaction2 on Shopping,67.0,"Wed, Oct 18, 2023",Shopping
Transaction3 on Transportation,131.0,"Wed, Oct 18, 2023",Transportation
Transaction4 on Transportation,95.0,"Wed, Oct 18, 2023",Transportation
Transaction5 on Transportation,188.0,"Wed, Oct 18, 2023",Transportation
Transaction6 on Transportation,115.0,"Wed, Oct 18, 2023",Transportation
Transaction7 on Entertainment,150.0,"Wed, Oct 18, 2023",Entertainment
Transaction8 on Entertainment,195.0,"Wed, Oct 18, 2023",Entertainment
Transaction9 on Fitness,103.0,"Wed, Oct 18, 2023",Fitness
Transaction10 on Transportation,136.0,"Wed, Oct 18, 2023",Transportation
Transaction11 on Transportation,62.0,"Wed, Oct 18, 2023",Transportation
Transaction12 on Transportation,54.0,"Wed, Oct 18, 2023",Transportation
Transaction13 on Fitness,19.0,"Wed, Oct 18, 2023",Fitness
Transaction14 on Transportation,56.0,"Wed, Oct 18, 2023",Transportation
Transaction15 on Transportation,107.0,"Wed, Oct 18, 2023",Transportation
Transaction16 on Transportation,112.0,"Wed, Oct 18, 2023",Transportation
Transaction17 on Transportation,44.0,"Wed, Oct 18, 2023",Transportation
Transaction18 on Transportation,22.0,"Wed, Oct 18, 2023",Transportation
Transaction19 on Entertainment,183.0,"Wed, Oct 18, 2023",Entertainment
Transaction20 on Food,139.0,"Wed, Oct 18, 2023",Food
Transaction1 on Entertainment,182.0,"Thu, Oct 19, 2023",Entertainment
Transaction2 on Shopping,174.0,"Thu, Oct 19, 2023",Shopping
Transaction3 on Transportation,21.0,"Thu, Oct 19, 2023",Transportation
Transaction4 on Shopping,137.0,"Thu, Oct 19, 2023",Shopping
Transaction5 on Entertainment,57.0,"Thu, Oct 19, 2023",Entertainment
Transaction6 on Fitness,187.0,"Thu, Oct 19, 2023",Fitness
Transaction7 on Fitness,146.0,"Thu, Oct 19, 2023",Fitness
Transaction8 on Entertainment,176.0,"Thu, Oct 19, 2023",Entertainment
Transaction9 on Transportation,11.0,"Thu, Oct 19, 2023",Transportation
Transaction10 on Fitness,73.0,"Thu, Oct 19, 2023",Fitness
Transaction11 on Shopping,193.0,"Thu, Oct 19, 2023",Shopping
Transaction12 on Shopping,40.0,"Thu, Oct 19, 2023",Shopping
Transaction13 on Food,65.0,"Thu, Oct 19, 2023",Food
Transaction14 on Entertainment,84.0,"Thu, Oct 19, 2023",Entertainment
Transaction15 on Fitness,19.0,"Thu, Oct 19, 2023",Fitness
Transaction16 on Shopping,165.0,"Thu, Oct 19, 2023",Shopping
Transaction17 on Food,181.0,"Thu, Oct 19, 2023",Food
Transaction18 on Shopping,173.0,"Thu, Oct 19, 2023",Shopping
Transaction19 on Food,132.0,"Thu, Oct 19, 2023",Food
Transaction20 on Entertainment,70.0,"Thu, Oct 19, 2023",Entertainment
Transaction1 on Shopping,161.0,"Fri, Oct 20, 2023",Shopping
Transaction2 on Entertainment,192.0,"Fri, Oct 20, 2023",Entertainment
Transaction3 on Entertainment,12.0,"Fri, Oct 20, 2023",Entertainment
Transaction4 on Shopping,88.0,"Fri, Oct 20, 2023",Shopping
Transaction5 on Transportation,178.0,"Fri, Oct 20, 2023",Transportation
Transaction6 on Entertainment,121.0,"Fri, Oct 20, 2023",Entertainment
Transaction7 on Transportation,148.0,"Fri, Oct 20, 2023",Transportation
Transaction8 on Food,114.0,"Fri, Oct 20, 2023",Food
Transaction9 on Food,136.0,"Fri, Oct 20, 2023",Food
Transaction10 on Fitness,176.0,"Fri, Oct 20, 2023",Fitness
Transaction11 on Shopping,142.0,"Fri, Oct 20, 2023",Shopping
Transaction12 on Entertainment,30.0,"Fri, Oct 20, 2023",Entertainment
Transaction13 on Fitness,162.0,"Fri, Oct 20, 2023",Fitness
Transaction14 on Shopping,40.0,"Fri, Oct 20, 2023",Shopping
Transaction15 on Fitness,164.0,"Fri, Oct 20, 2023",Fitness
Transaction16 on Transportation,48.0,"Fri, Oct 20, 2023",Transportation
Transaction17 on Transportation,114.0,"Fri, Oct 20, 2023",Transportation
Transaction18 on Transportation,87.0,"Fri, Oct 20, 2023",Transportation
Transaction19 on Transportation,6.0,"Fri, Oct 20, 2023",Transportation
Transaction20 on Fitness,160.0,"Fri, Oct 20, 2023",Fitness
Transaction1 on Food,183.0,"Sat, Oct 21, 2023",Food
Transaction2 on Shopping,176.0,"Sat, Oct 21, 2023",Shopping
Transaction3 on Food,110.0,"Sat, Oct 21, 2023",Food
Transaction4 on Shopping,94.0,"Sat, Oct 21, 2023",Shopping
Transaction5 on Shopping,182.0,"Sat, Oct 21, 2023",Shopping
Transaction6 on Transportation,50.0,"Sat, Oct 21, 2023",Transportation
Transaction7 on Shopping,73.0,"Sat, Oct 21, 2023",Shopping
Transaction8 on Entertainment,115.0,"Sat, Oct 21, 2023",Entertainment
Transaction9 on Fitness,131.0,"Sat, Oct 21, 2023",Fitness
Transaction10 on Entertainment,180.0,"Sat, Oct 21, 2023",Entertainment
Transaction11 on Food,109.0,"Sat, Oct 21, 2023",Food
Transaction12 on Food,198.0,"Sat, Oct 21, 2023",Food
Transaction13 on Shopping,109.0,"Sat, Oct 21, 2023",Shopping
Transaction14 on Food,26.0,"Sat, Oct 21, 2023",Food
Transaction15 on Shopping,126.0,"Sat, Oct 21, 2023",Shopping
Transaction16 on Shopping,198.0,"Sat, Oct 21, 2023",Shopping
Transaction17 on Shopping,159.0,"Sat, Oct 21, 2023",Shopping
Transaction18 on Entertainment,17.0,"Sat, Oct 21, 2023",Entertainment
Transaction19 on Entertainment,21.0,"Sat, Oct 21, 2023",Entertainment
Transaction20 on Shopping,122.0,"Sat, Oct 21, 2023",Shopping
Transaction1 on Transportation,113.0,"Sun, Oct 22, 2023",Transportation
Transaction2 on Transportation,26.0,"Sun, Oct 22, 2023",Transportation
Transaction3 on Transportation,51.0,"Sun, Oct 22, 2023",Transportation
Transaction4 on Fitness,183.0,"Sun, Oct 22, 2023",Fitness
Transaction5 on Fitness,158.0,"Sun, Oct 22, 2023",Fitness
Transaction6 on Shopping,50.0,"Sun, Oct 22, 2023",Shopping
Transaction7 on Food,27.0,"Sun, Oct 22, 2023",Food
Transaction8 on Transportation,160.0,"Sun, Oct 22, 2023",Transportation
Transaction9 on Food,166.0,"Sun, Oct 22, 2023",Food
Transaction10 on Fitness,104.0,"Sun, Oct 22, 2023",Fitness
Transaction11 on Fitness,129.0,"Sun, Oct 22, 2023",Fitness
Transaction12 on Entertainment,92.0,"Sun, Oct 22, 2023",Entertainment
Transaction13 on Food,43.0,"Sun, Oct 22, 2023",Food
Transaction14 on Shopping,16.0,"Sun, Oct 22, 2023",Shopping
Transaction15 on Transportation,83.0,"Sun, Oct 22, 2023",Transportation
Transaction16 on Entertainment,126.0,"Sun, Oct 22, 2023",Entertainment
Transaction17 on Shopping,191.0,"Sun, Oct 22, 2023",Shopping
Transaction18 on Transportation,132.0,"Sun, Oct 22, 2023",Transportation
Transaction19 on Food,137.0,"Sun, Oct 22, 2023",Food
Transaction20 on Transportation,117.0,"Sun, Oct 22, 2023",Transportation
Transaction1 on Entertainment,110.0,"Mon, Oct 23, 2023",Entertainment
Transaction2 on Food,25.0,"Mon, Oct 23, 2023",Food
Transaction3 on Shopping,130.0,"Mon, Oct 23, 2023",Shopping
Transaction4 on Food,53.0,"Mon, Oct 23, 2023",Food
Transaction5 on Fitness,63.0,"Mon, Oct 23, 2023",Fitness
Transaction6 on Fitness,115.0,"Mon, Oct 23, 2023",Fitness
Transaction7 on Fitness,158.0,"Mon, Oct 23, 2023",Fitness
Transaction8 on Shopping,153.0,"Mon, Oct 23, 2023",Shopping
Transaction9 on Food,10.0,"Mon, Oct 23, 2023",Food
Transaction10 on Shopping,62.0,"Mon, Oct 23, 2023",Shopping
Transaction11 on Shopping,23.0,"Mon, Oct 23, 2023",Shopping
Transaction12 on Transportation,107.0,"Mon, Oct 23, 2023",Transportation
Transaction13 on Entertainment,124.0,"Mon, Oct 23, 2023",Entertainment
Transaction14 on Shopping,24.0,"Mon, Oct 23, 2023",Shopping
Transaction15 on Shopping,5.0,"Mon, Oct 23, 2023",Shopping
Transaction16 on Food,83.0,"Mon, Oct 23, 2023",Food
Transaction17 on Food,36.0,"Mon, Oct 23, 2023",Food
Transaction18 on Shopping,144.0,"Mon, Oct 23, 2023",Shopping
Transaction19 on Food,44.0,"Mon, Oct 23, 2023",Food
Transaction20 on Transportation,148.0,"Mon, Oct 23, 2023",Transportation
Transaction1 on Food,148.0,"Tue, Oct 24, 2023",Food
Transaction2 on Fitness,97.0,"Tue, Oct 24, 2023",Fitness
Transaction3 on Entertainment,102.0,"Tue, Oct 24, 2023",Entertainment
Transaction4 on Shopping,77.0,"Tue, Oct 24, 2023",Shopping
Transaction5 on Fitness,111.0,"Tue, Oct 24, 2023",Fitness
Transaction6 on Shopping,18.0,"Tue, Oct 24, 2023",Shopping
Transaction7 on Entertainment,163.0,"Tue, Oct 24, 2023",Entertainment
Transaction8 on Shopping,176.0,"Tue, Oct 24, 2023",Shopping
Transaction9 on Shopping,44.0,"Tue, Oct 24, 2023",Shopping
Transaction10 on Food,100.0,"Tue, Oct 24, 2023",Food
Transaction11 on Food,75.0,"Tue, Oct 24, 2023",Food
Transaction12 on Transportation,193.0,"Tue, Oct 24, 2023",Transportation
Transaction13 on Food,17.0,"Tue, Oct 24, 2023",Food
Transaction14 on Food,86.0,"Tue, Oct 24, 2023",Food
Transaction15 on Transportation,89.0,"Tue, Oct 24, 2023",Transportation
Transaction16 on Food,99.0,"Tue, Oct 24, 2023",Food
Transaction17 on Fitness,91.0,"Tue, Oct 24, 2023",Fitness
Transaction18 on Food,22.0,"Tue, Oct 24, 2023",Food
Transaction19 on Entertainment,27.0,"Tue, Oct 24, 2023",Entertainment
Transaction20 on Food,150.0,"Tue, Oct 24, 2023",Food
Transaction1 on Fitness,164.0,"Wed, Oct 25, 2023",Fitness
Transaction2 on Fitness,115.0,"Wed, Oct 25, 2023",Fitness
Transaction3 on Food,56.0,"Wed, Oct 25, 2023",Food
Transaction4 on Food,127.0,"Wed, Oct 25, 2023",Food
Transaction5 on Shopping,129.0,"Wed, Oct 25, 2023",Shopping
Transaction6 on Shopping,154.0,"Wed, Oct 25, 2023",Shopping
Transaction7 on Shopping,184.0,"Wed, Oct 25, 2023",Shopping
Transaction8 on Entertainment,182.0,"Wed, Oct 25, 2023",Entertainment
Transaction9 on Transportation,123.0,"Wed, Oct 25, 2023",Transportation
